sentimen,topic_id,rating,text,dom_prob
positif,6,4,susah buka loading,0.7854809165000916
positif,0,4,moga bagus kemarin,0.38099613785743713
positif,0,5,play stor bikin lier,0.1428571492433548
positif,5,5,aplikasi kekurangannyadata masukkantidak munculbegitupun data vervalsudah diinput disimpanberhasil simpantp pas cari masuk nama nonik data temu,0.8279817700386047
positif,1,5,siga mobil menginput data ubah,0.5712360739707947
positif,2,4,masuk suruh update playstore hari masuk kali update ngikut,0.5234578251838684
positif,0,5,ayok bismillah rewel aplikasi ya,0.1428571492433548
positif,6,5,mohon baik terus update hp ram pengaruh jaring stabil susah upload,0.785111665725708
positif,4,4,update update tombol update buka notif update playstore tombol update uninstall buka buka halaman muter muter muyer kali pasang hapus pasang hapus sabar tip,0.9141381978988647
positif,4,5,ya update muncul tulis baru aplikasi versi baru,0.7138421535491943
positif,5,5,mudah cepat meng aksesndata,0.7137588858604431
positif,5,5,puas amplikasih mudah kerja,0.5710756182670593
positif,6,5,jaring ya jelek muter hambat kerja,0.7140625715255737
positif,6,5,muat ulang kali pemberitahuan terus kerja lancar aplikasi kayak,0.7140710949897766
positif,2,4,bantu sih kadang suruh update,0.4596867859363556
positif,2,4,diotakatik anak aplikasi buka muncul notifikasi update aplikasi coba clear cache data,0.5996131896972656
positif,6,4,aplikasi muter rek ngarap,0.5712655186653137
positif,0,5,luaaar biasakkkkk wowo,0.1428571492433548
positif,2,5,aplikasi elsimil error kah arah play store instal lo,0.7514706254005432
positif,1,5,pusing aplikasi bentar ubah,0.7142028212547302
positif,6,4,masuk aplikasi ya susah baharu buk,0.7852541208267212
positif,0,4,aplikasi akurat maksimal kerja kadang kendala sver error,0.7852430939674377
positif,2,4,sabar banget data servernya eror,0.7139978408813477
positif,4,5,mudah sedia versi offline kendala guna sedia jaring,0.4492048919200897
positif,6,4,muter terussetiap buka alih install lagigitu terustolonglah baik sistem,0.785122275352478
positif,4,5,tolong baik aplikasi ya suka masalah terimakasih,0.7855439186096191
positif,2,5,aplikasi bantu kader data baru verval,0.5493870377540588
positif,6,5,aplikasi bagus pakai sama loding sekali buka langsung lancar,0.3868734538555145
positif,4,5,gereget aplikasi sita eror loading,0.380903959274292
positif,4,5,moga error versi bari mudah kader data,0.42923516035079956
positif,6,5,sih muter pusing paket pul,0.38087907433509827
positif,2,4,error hp samsung min bantu respon,0.5233029723167419
positif,2,4,hambat karir update update,0.7140851616859436
positif,4,5,alhamdulillah aplikasibisa mudah mlaksanakan giat,0.4583151936531067
positif,4,4,aplikasi pakai sayang sistem update buka loading tolong servernya baik min,0.8569722771644592
positif,6,4,lancar asik ngisinyatapi uwer,0.571100115776062
positif,6,4,play storeun instal terussampa bisayg salah hp ku ya,0.571230947971344
positif,2,5,aplikasi bantu kader tpk akses data ubah ubar,0.4719941020011902
positif,4,5,moga jalur data efektif,0.3819922208786011
positif,5,5,sempurna arah playstore data masuk,0.8283215761184692
positif,2,4,arah play store update,0.7856526374816895
positif,2,5,update aplikasi lancar cepat simpan data moga lancar,0.5348963737487793
positif,3,4,uninstall install mesti hapus cache ya login batang kabung ganting kota padang,0.38095489144325256
positif,3,5,ketar ketirdi jatah aplikasi ya muter kadang eror,0.5353780388832092
positif,0,4,tahap belajaragak erti aplikasi,0.5713322162628174
positif,6,5,masuk ya susah aplikasi arah playstor masuk,0.785216748714447
positif,6,4,aplikasi susah lancar koneksi updatenya,0.714194655418396
positif,6,4,sempurna kali buka aplikasi ya kali suruh baru aplikasi,0.784824788570404
positif,6,4,susah log inselalu arah playstore,0.7137492895126343
positif,3,5,aplikasi erorr kejar target memyelesaikan tugas,0.5714256167411804
positif,6,5,bagus susah diupdate,0.38669174909591675
positif,4,5,alhamdulillah terinstal lancar,0.38087886571884155
positif,5,5,aplikasi verval sempurna eror,0.5348246097564697
positif,4,5,aneh versi dwonload versi,0.7142703533172607
positif,0,5,play storegimana inimasih hese,0.1428571492433548
positif,4,5,moga manfaat aplikasi siga mobil,0.5714139938354492
positif,0,5,bagus cepat vdimengerti,0.7139227390289307
positif,1,5,vivo ya nyala hp ku masuk apk,0.5706799626350403
positif,4,5,coba login suruh update serah sabar ku habis,0.39703568816185
positif,2,5,aplikasi update moga eror,0.4832858145236969
positif,4,5,aplikasi ya lumayan hp no lot loading ya cepat,0.7855088710784912
positif,2,4,arah play storetp alhamdulillah data hilang,0.8282504677772522
positif,5,4,arah playstore update versi baru hambat kerja namanyaaaaaaa,0.5712985992431641
positif,3,5,data susah sinyal,0.5351704359054565
positif,3,4,kadang suka susah simpan data,0.42855754494667053
positif,2,4,pakai kader kadang kadang eror banyak eror kader keluh dateline beribah,0.7855324149131775
positif,6,5,sempurana arah playstre,0.5712073445320129
positif,3,5,kadang data masuk liading,0.7851263284683228
positif,3,4,login muter bolak suruh playstore beres ngedata verval tolong baik,0.8772205114364624
positif,2,4,buka siga mobileselalu play store update update berkalikalitetap ara play store,0.8278870582580566
positif,5,4,masuktp notifikasi baharu arah playstore playstore pembaharuandan itujika masuk aplikasitolong baik aplikasi,0.7849220037460327
positif,0,4,aplikasi mudah operasi terapi eror arah playstore unduh lapor pndampingan trtunda,0.5213598608970642
positif,5,5,ayo semangat aplikasi kasih bintang biar support kader ya,0.7854596972465515
positif,0,5,tahu masyarakat membutuhkn info,0.1428571492433548
positif,6,5,siga mobile buka muter,0.7854205369949341
positif,2,5,aduh simpan data ya eror mohon baik sistem ya,0.7852953672409058
positif,2,4,data nyimpan error mohon kerja sama baru lagibiar daftar cepat selesai,0.7140012979507446
positif,0,5,erti merah tua merah muda,0.5713318586349487
positif,5,4,sempurna arah playstore pas simpan data err semangat kerja aplikasi ya saran betul kerja ya mudah semangat,0.8284627795219421
positif,1,5,knapa yaklau pas pasuk data tau bal notifikasi baharu aplpdhl updatebalik gtulgi,0.7138664126396179
positif,0,5,aplikasi fungsi cepat eror pakai,0.7136669754981995
positif,0,4,pakbu tolong sertifikat layak nikah simpan data ulang berkalikali ingat gagal,0.7855037450790405
positif,0,5,terkadang simpan data kadang bagus kadang eror,0.8568487763404846
positif,2,5,baik sistem eror eror,0.7855578660964966
positif,2,5,siga bantu data keluarga,0.5903046131134033
positif,0,5,lodingnya durasi buang,0.1428571492433548
positif,6,5,moga lancar buka aplkasi,0.5710872411727905
positif,6,5,buka baduta arah ples tor buka,0.6285354495048523
positif,3,5,tugas damping tpk,0.7855323553085327
positif,2,4,dear developer new siga web inputing data diupload error kode mohon baik ya lupa ngopi sruputtt ah mantap hehe,0.78553307056427
positif,0,4,aplikasi bagus kendala moga depan informasi masyarakat,0.7141703963279724
positif,2,5,elsimil data simpan beda data data terimakasih,0.7788832783699036
positif,5,4,hpq masuk ydan baca data baru pakai hp ada,0.71346116065979
positif,0,5,damping sasar jadi alam senang ajar tambah ilmu,0.1428571492433548
positif,4,5,perintah bikin aplikasi sampah login suruh update versi playstore versi alas update aplikasi cacatharuskah adu tuhan yme,0.7733131051063538
positif,6,4,guna ya ulang baru ya klik pas buka baru hadeh bikin lot kerja,0.828363835811615
positif,5,5,kerja mudah anda aplikasi masalah,0.7139604091644287
positif,0,5,ulang ulang gagal,0.7854512929916382
positif,2,5,data simpan praktis,0.7139898538589478
positif,0,4,bagus anti ribet,0.5713668465614319
positif,6,5,aplikasi stabil susah simpan data,0.7138479351997375
positif,2,5,muncul fitur pilih update,0.7141536474227905
positif,1,5,bagus sesuai perlu,0.40927907824516296
positif,2,5,siga mobele mas agus supar sayed,0.5710777044296265
positif,2,5,aplikasi mudah data sempurna kali buka aplikasi arah play store,0.5370602607727051
positif,5,4,mudah isi data cuman sayang muter tunggu isi data,0.6291027069091797
positif,6,5,muter masuk kin dataprefikasi,0.713708758354187
positif,5,5,aplikasi data mudah muterterus lambat data vervalnya,0.7854559421539307
positif,2,5,bantu muter data,0.5352405309677124
positif,2,4,nyimpan data error alhasil data input hilang mohon baik,0.8283886313438416
positif,1,4,efektif bantu kendala aplikasi sulit,0.513822615146637
positif,5,5,verval data data elsimil ubah beda tanda verval tanda beda cari data susah ngeklik,0.7883485555648804
positif,6,5,susah pas rubah,0.7138248682022095
positif,1,5,unk aplikasi bagus unk tahu keluarga rencana,0.40945640206336975
positif,5,4,aplikasi pasuk baduta bumil elsimil,0.5771008729934692
positif,2,5,aplikasi ya bagus batu mes ya tingkat isi data eror data input hilang pecah,0.7467531561851501
positif,6,4,bar kali ngisi aplikasi siga bagus ok simple ngerjain ya download masuk dah mah ganggu,0.7506087422370911
positif,1,4,warga masuk rt bug mohon baik,0.5706706643104553
positif,2,5,ya siga suruh update mulugiliran update susah masuk,0.4528517425060272
positif,6,5,susah update gilir uninstall buka muter,0.8282301425933838
positif,0,5,ya muat data uwer uwer,0.1428571492433548
positif,0,5,bagus moga manfaat pengisiannyaa,0.3809952735900879
positif,6,5,buka aplikasi ya lola cepat beres verval ya ngebuka aplikasi ya susah,0.78529292345047
positif,0,5,aplikasi bagus upgrade baru fitur lengkap,0.5713667869567871
positif,5,5,mudah mengimfot data,0.713972806930542
positif,1,5,tambah keluarga masuk sesuai kakak hasil anak individu anggota ya,0.785599946975708
positif,6,5,arah mengupdate aplikasi masuk kali,0.7137070298194885
positif,1,5,masuk siga mobile sulit,0.7855979204177856
positif,4,4,pas login sering erroor,0.39698711037635803
positif,6,5,download ya susah mesti kali,0.7855716943740845
positif,4,4,download mutar melulupusing jadinyasalahnya mana,0.5710852742195129
positif,4,4,maksimal suruh update aplikasi begituu ji pakai,0.5709137320518494
positif,2,4,ya kak buka apk tanggal juni suruh baru playstore ya tulis update ya,0.8563702702522278
positif,5,5,mudah diga mobile,0.7140877842903137
positif,2,4,aplikasi gunakanuda ngisi datatapi simpan,0.7141222953796387
positif,0,5,bekerjamendata layan mudah,0.713968813419342
positif,2,5,baik lagikarna logout sendiridan eror,0.5711397528648376
positif,5,5,cepat isi data duduk keluarga,0.4864833652973175
positif,1,4,coba login pagi siangsoremalambhkan jam bstrdapt baharu arah playstoredi ikut ujung server nya dibukasementara data sasar ya mesti kurleb minggu sisa,0.8568017482757568
positif,0,5,tingkat layan nyajgn bolak error,0.8282400369644165
positif,3,5,apl mmbantu data trkadang trkendala sinyal,0.7136598229408264
positif,0,5,bermanfaatuntuk pantau stuntingihbadutacatin pasca lahir,0.1428571492433548
positif,6,4,bagus pas lancartp penuh masuk susah,0.636879026889801
positif,3,5,kadang sinyal ya muter muter teruuus,0.7142550349235535
positif,5,5,mudah isi data baduta catin hamil,0.7856374382972717
positif,5,5,aplikasi dukung kerja tim tpk lapang,0.57142573595047
positif,2,4,siga suka ganggu pengaruh lambat menginpuut data mohon tingkat ya kualitas,0.8567782044410706
positif,4,5,alhamdulillah aplikasi gampang laksana tugas lapor elsimil,0.5372211933135986
positif,2,5,apk bagus tolong ngisi data nyimpn eror nyimpn otomatis inimah isi hilang ngulang,0.5996842384338379
positif,3,5,tolong baik ya aplikasi jalan tugas mohon aplikasi bagus ngisi buka cepat selesai,0.5009749531745911
positif,1,5,tolong maksimal sasar keluarga tampil langsung kasih bintang langsung notif,0.8570066094398499
positif,5,5,aplikasi data mudah sempurna verval data sasar yanga sesuai data fisik jadi sasar verval seriap buka aplikasi arah baharu playstore,0.6387069821357727
positif,3,5,bantu sekalitpi muter aplikasinyasaat masuk datajadi nunggunya lmyan lamaadan kadang gbisa masuk data,0.8772214651107788
positif,6,4,update instal masuk ngimana kali kali masuk,0.8279795050621033
positif,5,5,mmbantu isi data sasar verval data hamil,0.82844477891922
positif,1,5,update play store ya bikin pusing,0.38082677125930786
positif,6,5,susah download ya mesti kali,0.7855654954910278
positif,0,5,gagal masuk elsimil gi kerja kayak tolong kerja ya,0.5662492513656616
positif,6,4,tolong perbaikisudah ulang data ya simpan muter,0.4289286732673645
positif,1,5,baharu masuk aplikasi baharu,0.7855387330055237
positif,2,5,aplikasi merepotkanada update bawa playstore langkah ulang,0.5140299797058105
positif,6,4,login susah banget update arah playstore buka playstore,0.4849856495857239
positif,4,5,moga mudah isi,0.3382813334465027
positif,0,4,ngulang ngulang plsystore,0.1428571492433548
positif,5,4,apdet sifa mobile,0.5710567831993103
positif,3,5,bolak capek login baharu,0.7852820754051208
positif,6,5,ya data muter buks,0.38160791993141174
positif,2,5,mohon aktip biar semangat isi nya,0.713720977306366
positif,6,5,susah buka loading,0.7854727506637573
positif,6,5,aplikasi eror susah buka,0.5244778394699097
positif,0,5,aplikasi bagus eror wae,0.7139889001846313
positif,0,5,aplikasi bagus error wae,0.713992178440094
positif,2,5,sulit data error,0.5119178295135498
positif,1,4,harap aplikasi sesuai tulis hapus ya sulit data,0.8566103577613831
positif,2,5,malam lancar jaya gunain aplikasi siga mobile ya moga lancar eror eror,0.5231704711914062
positif,5,5,elsimil ganti aplikasi kadang data lengkap input aplikasi ganti error gi bikin aplikasi ecek aplikasi bagus kader nih semangat kerja jerih segitu,0.5307853817939758
positif,6,5,elsimil lancar loading,0.5350120067596436
positif,6,4,ikut arah update susah masuk,0.8281223177909851
positif,5,5,cepat mngisi data data,0.7853145003318787
positif,4,5,versi baru biar cepat selesai ngerjainnya,0.7139148116111755
positif,2,5,log playstore suruh update update,0.785403847694397
positif,4,5,moga cepat jaring ya,0.46199455857276917
positif,4,5,alhamdulillah cepat lot,0.7855218052864075
positif,4,5,moga baru mudah aplikasi siga mobile,0.33848610520362854
positif,4,5,simpel gampang erti,0.5055096745491028
positif,2,5,apk eror servernya kah,0.5711309909820557
positif,1,4,moga siga mobile eror,0.3104107677936554
positif,5,4,ganti versi yakpn beres,0.4012567102909088
positif,4,4,download masak suruh update,0.7140610218048096
positif,4,4,cepat maksimal loading,0.7140424251556396
positif,2,5,selesai update instal siga mobilenya,0.8281614184379578
positif,3,5,suka dukadlm jalan tugas,0.785632312297821
positif,0,5,moga error server ya biar kerja lancar,0.5353208184242249
positif,0,4,bagus cuman erorr,0.5713660717010498
positif,0,5,bagus mudah cepat akses,0.7854176759719849
positif,0,5,diupdate memory full,0.1428571492433548
positif,1,5,aplikasi pusing ubah dikit erorklu baik,0.7142030000686646
positif,0,5,ik karep mu piye te loh iso iso,0.1428571492433548
positif,0,5,masukdari kemarin baru input data syulit,0.5714264512062073
positif,2,5,daftar bisaselalu ararin playstore suruh uodatetapi playstore update an,0.8283811211585999
positif,1,5,paham keluarga resiko stanting,0.5714264512062073
positif,6,4,muter down load,0.5712696313858032
positif,0,5,bagus layan mudah erti,0.8284813761711121
positif,1,5,bug ya gagal isi data catin,0.6080716848373413
positif,0,4,qplnya jelekabal banget niat bikin sih nih,0.1428571492433548
positif,3,4,senang aplikasi rena tugas selesai cepat lancar,0.8278858661651611
positif,6,5,aplikasi buka plestor truss install,0.5710570812225342
positif,3,5,moga jalan ganggu,0.5356395244598389
positif,0,5,apl ya pas simpan gagal simpan,0.1428571492433548
positif,3,5,moga aplikasi lancar entri data tpk ya,0.7136233448982239
positif,0,5,elsimil ilmu manfaat,0.571357011795044
positif,3,5,login apa kali masuk,0.7136416435241699
positif,0,5,kerja tugas mudah aplikasi elsimil,0.5370336771011353
positif,0,5,elsimil buka ya lierrrr,0.38092321157455444
positif,6,5,berulangkali kudownload buka,0.5710704922676086
positif,5,5,aplikasi elsimil apk error input data verval bumil bufas baduta simpan gagal,0.46930354833602905
positif,0,5,banyak loding wae aplikasi pakai manual,0.1428571492433548
positif,5,5,data batita bumil catin bulin mudah rumah,0.8283275365829468
positif,6,4,verval susah buka,0.7852861285209656
positif,3,5,kadang aplikasi ngulahkadang lancar,0.7137354016304016
positif,5,5,ya aplikasi pengupload damping catin baduta bumil,0.48009318113327026
positif,3,5,elsimil bantu tugas ditpk pakai,0.5248708128929138
positif,5,5,salah isi data rtrwnya ngerubah ya ya,0.5711910724639893
positif,0,5,gagal masuk aplikasi elsimil,0.5662402510643005
positif,6,4,aplikasi ya susah sat set,0.571426272392273
positif,5,5,bismilah ku kasih bintang mudah urus,0.7140935063362122
positif,5,5,mudah aflikasi simpan data sasar cegah stunting,0.7852055430412292
positif,0,5,gagal ulang ulang gagal captoin,0.8284090757369995
positif,0,4,sedia simpan data cepat,0.7137952446937561
positif,1,5,isi data catin pas download sertifikat catin ya mulu ya tolong bantu,0.8568535447120667
positif,4,4,loading buka sasar,0.785149097442627
