rating,sentimen,topic,topic_label,topic_conf,review_text
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.6232916253179606,splikasine kyok ndemin. ga sukak aku
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249988187526485,bagus
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.949909477126854,"untuk temen² yang masih mental aplikasinya bisa coba unduh di website nya siga bkkbn go id ya temen² nanti scroll ke bawah cari tulisan siga mobile download aplikasinya disitu nanti install seperti biasa, banyak kok tutorial nya di youtube"
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.6249940268907236,ok
4,positif,1,Pengalaman Campuran Pasca Pembaruan,0.4900292659461292,"siga mobile update terbaru gagal masuk,jadi gak bisa buka aplikasi nya,mohon di perbaiki secepatnya"
4,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249980353540511,baik sekali
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249980353540511,sangat baik
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.6584842615352275,ya saya suka
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.7453994822906177,kenapa aplikasi sering tidak bisa masuk
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.6145101028456289,dicoba dulu
4,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.6156978784145712,aplikasi macet
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.6249821009990936,oke
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.5314868308646833,tolong diperbaiki aplikasinya biasanya tidak bisa di buka login
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.6249965978635259,knp TDK bisa buka🙏
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.8490813737420937,aplikasi siga terpental terus
4,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249988187526485,Bagus
4,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.9155369110988689,"untuk format data yang ""telah diberikan fasilitas bantuan sosial"" kalau sudah dipilih ""tidak"" cuma 2 pilihan keterangannya, padahal yg di data memenuhi syarat untuk menerima bansos, mau dipilih ""suda menerima"" sdngkan yg didata belum pernah menerima, apa ada solusinya??"
4,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.6249784250948619,setiap di klik email selalu gagal
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6644180970540096,aplikasi semoga lancar terus
4,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249938474360177,semoga lebih baik
4,positif,1,Pengalaman Campuran Pasca Pembaruan,0.624956281078053,tidak bisa di instal di perangkat saya
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.6249413554916027,sangat berguna
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.6249940268907236,ok
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.41691561125488014,ok bget
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.4169236139541899,membantu bngett
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249988187526485,sangat bagus
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249988187526485,bagus
4,positif,1,Pengalaman Campuran Pasca Pembaruan,0.7494946698490467,susah login
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.5606440106557886,aplikasi yg bagus.
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.6249529855406788,error terus
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249980353540511,baik
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.4719125027214166,msh blom bisa tuk buka aplikasi nya
4,positif,1,Pengalaman Campuran Pasca Pembaruan,0.41618577789111194,"tolong perbaiki aplikasinya dlu,alx kalo buka apk tiba² langsunv kembli dan di buka ulang²jga tetap sama,mohon bantuannya karena smentara lagi verval,terimkasih"
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249980353540511,baik
4,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.9048960354694623,tidak bisa masuk ke aplikasi tlg perbaiki mau masuk tidak bisa tetap kembali.
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.7041222570971513,mohon dong aplikasi nya tidak bisa buat ngedata verval mental aja mohon kerjasamanya sedangkan waktu pendataan pendampingan mau selesai tapi aplikasi nya tidak bisa di buka
4,positif,1,Pengalaman Campuran Pasca Pembaruan,0.6236104084915313,lelet
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249988187526485,bagus
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.48996184738395987,kenapa nggak bisa kembali login . banyak data yg perlu saya entri .mohon di bantu dan minta solusinya dong 🙏
4,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.41686441704239546,Sulit diakses
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.5332060672437557,"sip.... kereeeen sekarang mah eror melulu jadi makan gaji buta terus eeeeuuungg,... pertahankan supaya para kader ga kerja dan menjadi BODOH, terimaksih"
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.6249940268907236,ok
4,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.7474939110790364,aplikasi lemot
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.6249797873669293,good
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.6499537938956292,"ayoo perbaiki, jangan menyiksa kader dengan error dan bug GJ"
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.9057572043696503,kenapa saat di tekan aplikasi siga mobile selalu terpental dan ngk bisa masuk
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.8076191976944541,aplikasi tidak bisa buka
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.8441261130620624,sangat d butuhkan untuk mendukung kinerja dalam mengisi tugas
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249927385395487,Lancar
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.8119941128029851,semoga jaringannya gak terganggu
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249980353540511,baik
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249980353540511,baik
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.25,tidak bisa op
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249988187526485,bagus
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.6249956262193624,sangat membantu
4,positif,1,Pengalaman Campuran Pasca Pembaruan,0.5096375144036787,agak lelet sinyal nya
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.8463174662459907,aplikasi sangat membantu untuk .encari data perkk di desa
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.25,sangat memuaskan
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.7473934339879739,kenapa aplikasinya susah dipakai
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.618901561966708,sangat mendukung
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249988187526485,bagus
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.25,mengejutkan
4,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.6156978784145712,"kenapa aplikasinya tidak bisa buka,eee"
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.6249965978635259,tidak bisa dibuka
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.6249965978635259,gk bisa di buka
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.8493019992791171,aplikasinya keren dan sangat membntu dan sangat keren.. terimakasih🙏
4,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.25,mantul
4,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.25,tidak berfungsi
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.4290707570584915,bagus aplikasi nya mudah digunakan
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249980353540511,baik
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.8393909037484923,di coba lagi setelah beberapa kali apl tidak bisa di buka
4,positif,1,Pengalaman Campuran Pasca Pembaruan,0.6249563288410557,puas
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.6156978784145712,kenapa selalu berhenti aplikasi dan tidak bisa di bukka
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.4709552219040184,tidak bisa buka siga mobile di hp ini dan mohon di buka
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.4762013241302222,kok susah masuknya ya
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.25,sangat menbantu
4,positif,1,Pengalaman Campuran Pasca Pembaruan,0.6391945715601008,aplikasi susah di buka beberapa kali ganti versi
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249927385395487,perlancar
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.5322359190265368,gmn caraya membuka siga verval?
4,positif,1,Pengalaman Campuran Pasca Pembaruan,0.5489196465016767,"aplikasi setelah terdonlod tidak bisa dibuka, eror terus"
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.6249898370093896,Mantap
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.6249898370093896,mantap
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.8490156877182099,membantu dlm pendataan TPK
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.6196441992533912,"Saya,pernah bekerja sebagai marketing di perusahaan yang bergerak di bidang otomotive selama 1 tahun juga sebagai bagian umum di sebuah kafe di kota Bogor dengan masa kerja 7 tahun dan saat ini saya memegang jabatan sebagai ketua Rw di lingkungan tempat saya tinggal."
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249980353540511,gunakan
4,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.6857606073942664,terbantu untuk data online pendampingan keluarga
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249988187526485,bagus
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.8046571154886948,aplikasi semakin susah untuk di gunakan. tolong perbaiki lagi aplikasi nya.
4,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.25,baik saya akan pelajari
4,positif,1,Pengalaman Campuran Pasca Pembaruan,0.8076622253129895,kenapa sya tidak bisa membuka apk ini selalu mental.
4,positif,1,Pengalaman Campuran Pasca Pembaruan,0.8076191976944541,hanya tampilan aplikasi tidak bisa terbuka
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6194464238779506,eror
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249980353540511,baik
4,positif,1,Pengalaman Campuran Pasca Pembaruan,0.8033926686897851,mesti di upgred ulang kurang mendukung di handphone tertentu
4,positif,1,Pengalaman Campuran Pasca Pembaruan,0.4762013241302222,susah masuk nya
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.5811349693057359,tolong aplikasinya diperbaiki susah buka aplikasi nya
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6194788975741703,Cuma kdang sering terkembali sndiri
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.7406277280468989,suka eror
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.6156978784145712,aplikasi terus berhenti
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.5610419761897492,mohon aplikasi nya bisa di buka dengan android versi 12 ke bawah
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.6249965978635259,belum bisa di buka
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.6449335374021029,kenapa saat buka aplikasi dengan sendirinya langsung kembali
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249938474360177,semoga bisa
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.739227619309579,saya tim tok yang harus kerjakan verval
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.25,tidak bisa dbuka
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.6249529855406788,kok lg error
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.8632690511081595,bantu supaya bisa download aplikasi elsimil
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.5154189702973706,sulit di akses aplikasinya
4,positif,1,Pengalaman Campuran Pasca Pembaruan,0.7474485999659981,nga bisa f buka mental trus
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.25,okk
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249980353540511,Sangat Baik
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.5552533986605014,"sebelum di update semua berjalan lancar,begitu selesai update waktu mau masuk tidak bisa lagi ( langsung keluar sendiri ) mohon bantuan admin nya apa yg harus kami lakukan..tks.salam sehat."
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.6156978784145712,aplikasi TDK bisa di gunakan
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.25,nice
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.6242621842661843,data penting
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.6249956262193624,sangat membantu sekali
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.6249940268907236,ok
4,positif,1,Pengalaman Campuran Pasca Pembaruan,0.8076191976944541,aplikasinya tidak bisa dibuka
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249980353540511,luar biasa
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.41402780898820607,gagal masuk ke aplikasinya di versi terbaru ini Semoga bisa lebih memudahkan dalam pendataan agar lebih cepat dan praktis
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.892209801123119,kenapa aplikasi siga mobile aplikasinya keluar sendiri
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.5632024386753814,sangat membantu tugas sbg kader
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.9437293738748547,"tolong perbaiki pas simpan selalu lama dan gagal dan pas keluar dari aplikasi dan masuk kembali tidak bisa masuk lagi,alasannya selalu ""aplikasi tidak bisa di gunakan jaringan ini"" udah semua kartu ganti tapi tetap tidak bisa"
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249988187526485,baguss
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.805802248789291,aplikasi ini sangat membantu untuk dt
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.8076191976944541,aplikasi tidak bisa dibuka
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249980353540511,sangat baik
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.25,lemottt
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.8489266721057512,apl sulit masuk tolong diperhatikan
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.6249821009990936,oke
4,positif,1,Pengalaman Campuran Pasca Pembaruan,0.5769023359248784,aplikasi yng bagus cuma knapa ya di hp aku ga bisa dibuka
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.25,da
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.8076191976944541,aplikasinya nggk bisa di buka
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.6200073055375844,yg baru d download tiba Tiba kembali kesemula
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249988187526485,bagus
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.7729401453305879,kenapa aplikasi siga mobile tidak bisa dibuka
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.8496059353747603,siga mobile tidak bisa di download
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249980353540511,Baik
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.25,terpercaya
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.6156978784145712,waktu lbih lama dlm aplikasi ini
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.6156978784145712,saya sangat butuh aplikasi ini
4,positif,3,Kelancaran Proses & Penyimpanan Data,0.7468363463025177,kadang bisa kadang ndak
4,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.7389567835902275,mohon kerja samanya
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.4719125027214166,gak bisa dibuka aplikasinya ya
4,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.6249956262193624,membantu
4,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.6249821009990936,Oke
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249988187526485,bagus
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.7497765773483976,mudah utk proses data
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.8076191976944541,kenapa aplikasi tidak bisa di buka
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.3706118255576719,Tolong bantu untuk masuk log in ke apk siga mobile ke versi Hp lama agar pendataan verval cepat selesai.
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.6249965978635259,tidak bisa di buka
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.8442272731210357,mohon bisa kah aku buka aplikasinya
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.6249797873669293,good
4,positif,1,Pengalaman Campuran Pasca Pembaruan,0.6249965978635259,tidak bisa dibuka
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.8105267181519233,aplikasi nya jadi rewel
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.6249898370093896,mantap
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.6193279326884522,sudah bisa verval
4,positif,1,Pengalaman Campuran Pasca Pembaruan,0.6249965978635259,gk bisa di buka
4,positif,1,Pengalaman Campuran Pasca Pembaruan,0.6935354343151658,sejak ganti nama dan update susah masuknya
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.6883684766374643,aplikasi ini sangat membantu dalam pendataan balikan Ibu hamil dan catin
4,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.46679414095772,aplikasi kurang bagus krna tidak masuk padahal email dan sandi sdah benar
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.8499886069044814,terima kasih sudah membantu
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.6249940268907236,Ok
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.7466705874523984,sudah menginstal ulang tapi tidak bisa d buka malam balik lagi
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.6645215740343555,sangat mudah kalo server nya bagus
4,positif,1,Pengalaman Campuran Pasca Pembaruan,0.4970677079919803,untuk update terakhir tidak bisa masuk langsung tutup aplikasi mungkin dengan alasan sistem IU hp ada minimalnya. mohon untuk diperbaiki soalnya kami yang ada di pedesaan dengan spesifikasi mengah kebawah merasa kesulitan untuk menyesuaikan tipe hp
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.5343933477258178,"sangat tidak bagus. ketika kita buka aplikasinya, membal. langsung kembali sendiri."
4,positif,1,Pengalaman Campuran Pasca Pembaruan,0.8076191976944541,aplikasi tidak bisa dibuka
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.5600349564540033,kadang bisa dibuka kadang engga.
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.6249980353540511,baik
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.7458605869848652,tidak bisa di download aplikasinya
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.25,masih blm normal
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.6249956262193624,sngt membantu
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.6249563288410557,sngat puas
4,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.6170542866244845,apl nya ga bisa di buka
4,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.6980919720291601,"saya harap ini aplikasi akan di pakai terus tidak di ganti ganti lagi, karna dari mulai tpk di bentuk sarana pengimputannya selalu berubah tiap tahun, jadi kami para kader pusing kenapa bukan aplikasinya yang di kembangkan dan di perbaiki, tapi selalu mengganti ke aplikasi yang baru"
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.25,bagis
5,positif,3,Kelancaran Proses & Penyimpanan Data,0.657693060860203,peningkatan aplikasi lebih bagus lagi
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.6249563288410557,saya puas sekali
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.8915486930301929,"kok gak bisa masuk ke aplikasi nya ,mental terus"
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.25,jangan nge lag dong
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.5291512747990229,banyak orang yg TDK bisa login disiga mobile aplagi yg blum tau mnggkn aplikasi ini
4,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.8992370115036842,sya SDH brpa kali uninstall aplikasi ini dan download ulang tapi Mash tetap sja tdk bsa msk dlm aplikasi
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.6249956262193624,sangat membantu
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.645268253143582,email/id tpk nya dan kata sandinya salah dan gagal terus
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.6798912956082234,tolong versi terbaru d turunkan biar hp speak android 13 kebawah masih bisa buka aplikasi siga
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.7457480259737651,kok aplikasinya TDK bisa dibuka/loading..KNPA ya???
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.5084166695794258,"aplikasi ini sangattt bagus dan membantu kami ,,,,tapi ada sisi lain dari aplikasi ini yang mana sangat sulit untuk dibuka kembali stelah bbrap bulan ini faakum karna kami hrs mngerjakn TPK,,,mohon untuk sgra diperbaiki server ataupun segala keprlun untuk memudahkan kmi untuk msuk ke aplikasi ini,,,"
4,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.6249940268907236,ok
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.5346524985662287,sesudah instal ulang mau loading langsung ilang
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.25,hebatttt
4,positif,1,Pengalaman Campuran Pasca Pembaruan,0.9037632566729417,"setelah update aplikasi malah gak bisa di buka dan terpental,, gmn solusinya???"
4,positif,1,Pengalaman Campuran Pasca Pembaruan,0.7444877818575171,"sudah aplikasi terbaru, awalnya setiap mau masuk selalu mental tidak bisa, giliran diinstal ulang malah gak bisa login..dnegan catatan id&sandi salah.. gimana ini admin? 😌😌"
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.9053145115026167,"Kenapa aplikasi ny jd gak bisa di buka ggal terus blik lg blik lg udh d unstal d play store trus"""" n angr g bisa d buka"
4,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.25,ga bisa di buks
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.5814161647742472,di arahkn untuk update aplikasi tpi sdah di tekan ok..selalu gagal update knpa ya..?
4,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.9153289485885562,kenapa aplikasi nya mental2 terus ya. tolong perbaiki
4,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.25,lola aplikasihy
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.47632555616189315,kenapa pas dibuka sistemnya Ndak bisa masuk ya ... tolong dong min
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.624971905531612,kenapa tdk bisa terpasang di hp saya
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.25,HPP ppoo
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.6249940268907236,ok
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.25,luarbiasa
5,positif,2,Manfaat Aplikasi untuk Dukungan Kader & Pendataan,0.6249676771183387,sangat bermanfaat
5,positif,0,Penggunaan Dasar Aplikasi (Cukup Berfungsi),0.25,tthu
5,positif,1,Pengalaman Campuran Pasca Pembaruan,0.915606398897889,"Setelah upgrade versi terbaru tidak bisa dibuka dan mental ,mohon solusinya min"
