rating,sentimen,topic,topic_label,topic_conf,review_text
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.6176930491788633,"setiap masuk aplikasi keluar sendiri,mau unduh sertifikat elsimil gak bisa , mempersulit hidup aja aplikasi nya🥲"
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.8747370291367522,"Aplikasi ngebug, tidak bisa dibuka dan diakses padahal spesifikasi hp saya sangat memadai dengan ram 16 gb dan internal 256 gb dengan cpu snapdragon 7gen 2 mobile octacore max 2,4 Ghz. Sangat disayangkan padahal aplikasi ini sangat penting untuk pengerjaan tugas verval data keluarga. Harusnya aplikasi sudah siap dan ready serta sudah uji layak kualitas ketika akan digunakan oleh stakeholder yang terkait."
2,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.8866263882547727,Maaf bintang cuman dua Karena aplikasinya setiap masuk keluar sendiri. Lelet
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.6191325251631765,aplikasi tidak bisa di buka close terus
1,negatif,2,Update Loop & Ketergantungan Play Store,0.6249882115809965,baik
2,negatif,1,Masalah Pendaftaran & Login Pengguna,0.6429239550969007,aplikasi sering eror terus mau isi hasil pendampingan jadi susah
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.5940544705339271,ampun bang jago patut di kasih bintang 1
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.4237662255991096,"tolong diperbaiki yah, kalo emang belum siap untuk dipakai jangan di saran lewat aplikasi meretpogkan pengguna"
1,negatif,2,Update Loop & Ketergantungan Play Store,0.49253500321907956,cape bulak balik yang muncul tulisan robot
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.8448854997538591,susah login nya gagal terus
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.9276523443238023,"apk sulit e poll apk sering eror dah coba berkali "" tetep gagal nk gawe apk ki mbok Yo ora ruwet"""
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.9209195779802635,sudah download d 3 hp TPI GK bisa ke buka mental terus tolong d perbaiki LG aplikasinya 🙏🏻🙏🏻🙏🏻
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.6222842440976082,kenapa tiap mau di buka nggak bisa terus bagaimana mau melakukan pendampingan kalau aplikasinya tak bisa d pergunakan
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.25,"tidak bisa masuk,lemahhh"
2,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.5780096471590129,sdh pakai Android 6 lebih masih belum bisa masuk
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.46461361886496955,"buruk, udh selesai akad dan resepsi tetap hasilnya menunggu verifikasi.."
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.5472759907409048,"kalo aplikasi tidak berguna untuk apa di buat, padahal di situ udah tau di perlukan tapi aplikasi Gk bisa di buka,"
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.6139758561325365,aplikasi kapan d perbaikan buka aplikasi mental terus 👎👎👎👎👎
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.8706758148040932,"Aplikasi mau di gunakan gk bisa masuk, di klik masuk keluar lagi begitu seterusnya"
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.9059550099901356,"apk nga jelas,bikin apk ko ky gini merepotkan,ibarat mau ngurus nikah di persulit harus ada elsimil"
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.8480919661482178,"terverifikasi tapi gk bisa donlodt sertivikat nya , gimana apk ny"
2,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.5680816587967887,"kenapa y SDH masuk berulang kali tetap dak bisa masuk, apa mungkin eror y aplikasi ini tolong penjelasanya"
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.8422216615710937,aplikasi penting tp gak bisa digunakan... hrsnya dg mudah diakses malah mental trs.. herannnn n
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.5521843196090287,baru masuk langsung keluar sndiri apk nya
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.7064491936199117,tidak bisa d buka apk nya
1,negatif,2,Update Loop & Ketergantungan Play Store,0.5206576913630115,loading lama tidak terbuka
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.8898240422889392,error aplikasi y mental mulu
2,negatif,1,Masalah Pendaftaran & Login Pengguna,0.5618265859699753,"sudah bikin akun, tapi pas mai masuk tetiba logout sendiri terus.. bagaimana ini. saya harus segera buat sertifikatnya"
1,negatif,2,Update Loop & Ketergantungan Play Store,0.6217363331930028,Buruk sekali😡😡😡😡😡
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.7395000525815411,kenapa kata sandi Yang benar terus di salah Kan 😔
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.7506822953360051,"aplikasi sering close sendiri, kalau belum bisa update pakai aplikasi mending manual, smg cepat teratasi. thanks"
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.5060807532519854,Terdapat kendala Bug sehingga gagal masuk Apkikasi
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.6895057948373543,"saya coba dari kemarin masuk siga mobile gagal terus, padahal mau mendaftarkan catin catin mohon info nya untul elsimil catin 🙏"
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.49179778472983765,"kecewa tiap mau masuk mental lagi mental lagi udah download beberapa kali tak kirain hp nya yang error ternyata apk nya,, gimana TPK mau kerja kalau kaya gini mah"
1,negatif,2,Update Loop & Ketergantungan Play Store,0.6615773385668073,siga mobile tidak bisa di buka aja kenapa ya
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.8065496934552674,"aplikasinya bisa di instal, tapi tdk bisa masuk"
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.6202551468121407,gk bidsa di buka apkiksi di talet
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.7456174624576147,"1 bintang sj ,karena tidak bisa buka"
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.5685456326311877,kenapa kok susah di buka ya..
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.6470414741428493,"mental melulu, gabisa login"
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.25,aplikkkasi peyokk
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.8485574522532605,Beginilah aplikasi pemerintah wkwkkwkwkwkwk banyakin lagi pak markupnya wkwkwkwkkwkwkwkk
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.7598780690333294,"sumpah ini aplikasi apa sih, mau ngisi data gak bisa bisa, diperbaharui terus sampai bosan ubdatenya"
1,negatif,2,Update Loop & Ketergantungan Play Store,0.6249882115809965,ngga jelas
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.8710436068772994,android versi ios berapa yang direkomendasikan? soalnya di Hp android Samsung A10 terjadi bug....😒😒😒
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.6163611430103106,gk bisa dipakai sama sekali
2,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.7438264411670141,"tidak bisa di buka, dan selalu error."
1,negatif,2,Update Loop & Ketergantungan Play Store,0.73112739185721,"knp GK bisa digunakan aplikasi siga mobile, udah download, dibuka terpental trs, padahal android lainya bisa,"
2,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.47708563829494177,"sudah berulangkali install,uninstall,ttp aja ga bs kebuka slalu kepental kluar lgi. bener2 ga ngerti lgi mau gimana,sdgkan tugas sudah menunggu utk di isi. Tim TPK lieur. tolong banget dong cepat2 diperbaiki lgi,biar lbh sempurna"
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.25,tidak bisa beroperasi dengan baik
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.8664821848297172,"gabisa di buka, tbtb keluar. kyk aplikasi berhenti gtuuu. gajelas 😭😭😭"
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.5701792066879189,aplikasi tau nyusahin orang mau nikah
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.6726267141270179,apakah aplikasi ini penipuan? saya sudah mendaftar tapi kenapa saat saya masuk tidak bisa ?? saya sudah mengisi data saya
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.8436270390819647,"tolong segera perbaiki, pas pengisian data tiap mau mengisi data selalu jadi double double hurufnya harus dihapus ulang terus menerus. lalu nik tidak terbaca padahal sudah benar"
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.6158497787554259,"tidak bisa di buka, padahal ini mnjadi syarat untuk para catin, jadi tidak membantu😪"
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.7149115828399668,ini gmna sih. udh bikin akun. suruh verifikasi tapi ga ada email yang masuk.. gajelas banget
1,negatif,2,Update Loop & Ketergantungan Play Store,0.8681202200824661,"aplikasi tidak bisa digunakan jika kita sudah pilih log out, pasword dan sandi yang kita punya tidak bisa dimasukkan kembali."
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.6355044748589495,"Aplikasi yang butuh kesabaran tingkat tinggi, kalau anda emosian hati2 menggunakan aplikasi ini."
1,negatif,2,Update Loop & Ketergantungan Play Store,0.7812737092553936,apk tiba jalan sampah ga guna
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.5685456326311877,susah untuk dibuka kenapa ya
1,negatif,2,Update Loop & Ketergantungan Play Store,0.6415504426458651,"gabisa masuk, download sertifikat gabisa"
2,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.6530022027751936,"aplikasi terhenti terus,, gagal terus,, gimana laporan bisa beres"
1,negatif,2,Update Loop & Ketergantungan Play Store,0.735287002828177,baru update tapi gak misa masuk
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.8883017538024957,"Gak bisa digunakan, niat gk sih yg bikin aplikasi ni???... 😢"
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.9421675253426758,"gak bisa kerja, aplikasinya pas dibuka langsung keluar sendiri langsung mental, boro2 masukkan akun, menuh2in memori hp"
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.9243140307182297,tolong perbaiki aplikasinya masa baru dibuka langsung keluar
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.8081024050617279,gimana ini ga bisa ke buka aplikasinya
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.9644513995838082,"Coba diperbaiki dulu aplikasinya, setiap mau masuk selalu di arahkan terus ke play store. Biar sudah di perbaharui, tetap saja masih sama seperti sebelumnya, tidak ada perubahan sama sekali. Kenapa aplikasi semakin diperbaharui semakin bobrok😏 Coba perbaiki dulu, masa hasil inputannya kami tidak terbaca!"
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.4000250072318151,"tpk mau kerja selalu nggk bisa masuk, log out sendiri.. segini banyaknya komplain msk pihak terkait diam saja?"
1,negatif,2,Update Loop & Ketergantungan Play Store,0.9033555019842849,aplikasi siga mobile tidak bisa dibuka
2,negatif,1,Masalah Pendaftaran & Login Pengguna,0.3873107857752058,susa banget masuk apk nya mental trus
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.745573739358686,aplikasi apalahhhh iniii ga ada gunanya masa keluar terus
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.8684608993704721,"tetep mental keluar terus saat login, mohon diperbaiki"
2,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.9052142807259216,"tidak bisa masuk di aplikasi, baru di buka langsung keluar lagi"
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.5426935428897113,"Tolong di perbaiki dong, agar ketika kami abis input kk yang satu, kk itu langsung di pisahin dengan yang belum di input agar kami tidak kesusahan. Misalnya, saya sudah menginput kk sebanyak 70 kali, yang seharusnya langsung lanjut ke 71-seterusnya...ini malah kembali ke nomor 1 lagi. Kan, jadinya ribet banget scrolling sampe cape.. ditegur teman/bos karena dikira kerja lambat, padahal salah satu penghambatnya itu yahh ini, scroll mulu dah. Cobak di perbaiki dong, agar di pisahin yg udh dn belum"
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.8028546331007714,harus punya hp tertentu baru bisa akses ini aplikasi
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.6202551468121407,"tdk bisa dibuka, bgmn ini?"
2,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.8479452011089997,aplikasi nya suka. keluar sendiri''
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.6202551468121407,tidak bisa dibuka
2,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.6202551468121407,tidak bisa dibuka
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.6202551468121407,tidak bisa di buka
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.6202551468121407,Kenapa setiap di buka keluar terusss
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.44985580969546035,ini aplikasi knp yaa tiap mau daftar aplikasinya keluar2 sendiri trs dan berulang
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.7149638479334571,aplikasi nya tidak bisa masuk.
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.8394078847729287,"tolong diperbaiki aplikasinya karena setiap ingin masuk ke aplikasinya selalu keluar,bagaimana TPK mau kerja sedangkan data diminta secepatnya 🥺"
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.4775806113216957,susah di buka aplikasi nya
1,negatif,2,Update Loop & Ketergantungan Play Store,0.6954125030569862,kenapa setiap mau masuk apk selalu mental ke menu?!!
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.8081024442441366,aplikasi tidak bisa di buka
1,negatif,2,Update Loop & Ketergantungan Play Store,0.8048062347605635,udah update malah g bisa di buka !!
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.5646117763727018,"tapi kita di haruskan punya sertifikat ini tapi kenapa aplikasinya keluar terus, gk bisa masuk setelah mau login"
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.7399317610103578,aplikasi tdak bis dibuka
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.8680007644122817,kok nggk bisa di buka trs ya aplikasinya.. kbali2 trs
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.43375162076049717,apk cacat ga bisa masuk
2,negatif,1,Masalah Pendaftaran & Login Pengguna,0.6315264735076401,5f aku kasih bintang 2 soalnya gak bisa masuk apk.
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.5200407721192714,"Gimana mau ngerjain tugasnya tok kalo aplikasi siga nya aja ngga bisa di buka, setiap di buka langsung keluar. pdhl sudah dicoba berulang2 tp hasilnya ttp sama selalu ga bisa dibuka. maaf saya kasih bintang 1 dulu."
2,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.5678873676339522,susah d buka aplikasinya knp ya padahal data d hp udah sy riset semua
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.6865957043879338,mental melulu benerin dong ..bagaimana kita mau update masalah warga kalau aplikasinya begini
1,negatif,2,Update Loop & Ketergantungan Play Store,0.7175984470982798,"siga mobile tidak bisa masuk,, sementara kita dikejar waktu,, bagaimana mau kerja,"
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.607440314817206,Sering error
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.8183963467170339,"tolong di perbaiki siga mobilenya,setiap saya buka selalu saja terpental keluar🤦,jadi saya sebagai TPK tidak bisa melaksanakan tugas karena baru saja di buka sudah tidak bisa,🙏"
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.4876016621658598,"Kenapa tiba2 tdk bisa dibuka ya? Sy klik buka, tp selalu keluar sendiri."
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.426352048423065,"aplikasi Ter parah sih jujur ribet banget , tiap instal masuk balik lagi ke awal ga bisa masuk menu sedangkan kita dikejar target buat ngerjain laporan zad !!"
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.5613163360974776,Apk macam apa ini tidak bisa di buka sama sekali
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.6202726557010694,ga bisa masuk
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.6085020244022541,aplikasi bosok
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.6202551468121407,tidak bisa di buka
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.7988172753349037,aplikasi rusak gabisa dipakai
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.7212277445485539,"ada bug, crash saat login, aplikasi tidak bisa dibuka sama sekali."
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.5589899865804189,jelekkkkkk... gbsa normal. nyimpen data gagal mulu
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.5577937979118801,aplikasi ny sama sekali tidak bagus.di buka mala pental trus bikin pusing dan bingung apa salah ny. trus kata teman saya mau di simpan susah x GK bisa. trus banyak sekali pertanyaan di luar Nurul. yg bikin ibu hamil salah sangka. kedepannya mohon di perbaiki LG
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.6967268422916029,kenapa saya tidak bisa masuk ke aplikasi ini mohon bantuan nya
1,negatif,2,Update Loop & Ketergantungan Play Store,0.46905364933350013,APLIKASI BURUK BURIK PENGALAMAN YG SANGAT TIDAK BERGUNA
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.8070804867649358,susah masuk aplikasi.y
2,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.6506909133470264,mohon bgmna masuk di Aplikasi Siga mobile ini..krna mau kerjakan tugas isi dta2 TPI selalu gagal masuk.. baru mau buka aplikasi lngsung aja kluar.. jdi smpe skrg GK bisa bukaa Aplikasi ini🙏
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.41550136639924,apk di hp oppo a9 2020 gak bisa digunakan
1,negatif,2,Update Loop & Ketergantungan Play Store,0.6696090681837071,"aplikasi sangat buruk, mendaftar sudah lebih 2 minggu ttpi tidak di konfirmasi."
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.6576108985486768,kesal kadang dgn aplikasi.... kemaren elsimil...dah disuruh siga mobile....udh saya donlod mlh selaluu kembali keawal gak mau terbuka ....beresin dulu aplikasi nya biar kami semgat tuk input....
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.47350167032552626,aplikasi tidak bisa terbuka sama sekali setelah update meskipun sudah diinstall ulang bolak-balik. tolong segera diperbaiki agar tidak menghambat proses input data.
1,negatif,2,Update Loop & Ketergantungan Play Store,0.45990353591147,untuk mate pas 11.5 belum bisa selalu keluar tolong di perbarui supaya di pad juga bisa menggunakan
2,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.4347884633665315,gakbisa dibuka . tiba tiba keluar sendiri apknya
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.5867372829386077,sangat2 tidak bagus copot saja apk nya
1,negatif,2,Update Loop & Ketergantungan Play Store,0.8910920202097729,setelah update ke versi terbaru tidak bisa dibuka
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.8055892411797421,mau buka kok gagal terus gimana ini aplikasinya
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.9047706797692072,apk nya ga bisa buat daftar. bikin biodata ga bisa ke bawahin. tolong lah
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.8059546595222233,aplikasi ini saat diinstal tdk bs utk dibuka
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.8081024442441366,aplikasi ini tidak bisa dibuka
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.808126933284215,aplikasi ga masuk akal
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.6789542334631272,"aplikasi tidak bisa dibuka, bagaimana ya? mohon segera ditindak lanjuti karena akan memperlambat kerja tpk nanti"
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.48044018064096417,tiap buka aplikasi blm sampai dipake kerja udah langsung keluar sendiri. menyedihkan
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.6599482717570947,di instal gampang tapi susah masuk.. tolong perbaiki server ny..
2,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.8371064200641823,"aplikasi nya tekeluar terus, tidak bisa dibuka"
2,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.4723013393917756,"saya mau masuk kepental trs ini ngga bisa, jadi gimana mau kerja ya"
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.9365834376027947,aplikasi tolong diperbaiki ketika mau masuk aplikasi malah forclose keluar sendiri tolong segera diperbaiki
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.6202551468121407,ga bisa di buka
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.6202551468121407,tidak bisa d buka
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.8915253945727889,membuat saya emosi . sudah d coba berkali kali tetep aja gak bisa
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.6249949330086223,jelek
1,negatif,2,Update Loop & Ketergantungan Play Store,0.9033555019842849,kenapa sekarang aplikasi siga mobile di buka ga bisa selalu kembali
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.4611024757054368,masih terdapat bug tidak bisa login
2,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.6202726557010694,gak bisa masuk
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.6085020244022541,APLIKASI TOLOLLLLLLLLL NON FAEDAHHHHHH
1,negatif,1,Masalah Pendaftaran & Login Pengguna,0.7922415143676246,"aplikasi murahann,, duittnya dikorupsi gak bisaaa di pakee,, sandi sudah benar tetep gak bisa login"
2,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.5577204979290733,sudah buru-buru mau kerja verval tapi tetap aplikasinya keluar masuk saja. 🥺tidak bisa di akses. akhirnya vervalnya di tunda lagi dulu.
1,negatif,2,Update Loop & Ketergantungan Play Store,0.9028378246644112,aplikasi siga mobile terus berhenti tdk bisa di download
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.5358635919542918,sering memuat ulang dan sering eror
2,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.456284788880436,maaf untuk saat ini saya kasih bintang 2 Gimana bisa kerja kalo aplikasi nya masih begini susah buat masuk ke aplikasi. Tolong perbaiki udah berbulan-bulan aplikasi ga bisa di pake
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.8077970569319383,tidak bisa masuk aplikasi
1,negatif,0,Kegagalan Akses Awal & Pembukaan Aplikasi,0.8730182959085092,"tidak bisa masuk aplikasi, baru mau masuk keluar sendiri"
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.7437231421487779,"mental jika d buka,gabisa di pake"
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.6085020244022541,tidak bisa dipasang aplikasinya gimana nanti kita mau infut
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.6223562766768935,hanya bisa di dowload oleh hp tertentu
1,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.8062793023802034,aplikasi aneh rubah data gk bisa..
2,negatif,3,Hambatan Penggunaan & Kinerja Aplikasi,0.6085020244022541,aplikasinya kembali terus
